vote_id,person_id,vote
h102-114.2015,G000574,Nay
h102-114.2015,H001036,Yea
h102-114.2015,H001048,Yea
h102-114.2015,H001057,Yea
h102-114.2015,H001058,Yea
h102-114.2015,H001064,Nay
h102-114.2015,H001067,Yea
h102-114.2015,H001070,Yea
h102-114.2015,H001071,Yea
h102-114.2015,I000056,Yea
h102-114.2015,K000210,Nay
h102-114.2015,K000363,Yea
h102-114.2015,K000385,Nay
h102-114.2015,L000263,Nay
h102-114.2015,L000551,Not Voting
h102-114.2015,L000559,Nay
h102-114.2015,L000560,Nay
h102-114.2015,L000567,Yea
h102-114.2015,L000570,Nay
h102-114.2015,L000576,Not Voting
h102-114.2015,L000578,Yea
h102-114.2015,L000583,Yea
h102-114.2015,M000689,Yea
h102-114.2015,M001143,Nay
h102-114.2015,M001150,Yea
h102-114.2015,M001157,Yea
h102-114.2015,M001177,Yea
h102-114.2015,M001184,Yea
h102-114.2015,M001189,Yea
h102-114.2015,M001191,Nay
h102-114.2015,N000015,Nay
h102-114.2015,P000197,Nay
h102-114.2015,P000258,Nay
h102-114.2015,P000373,Yea
h102-114.2015,P000523,Nay
h102-114.2015,P000592,Yea
h102-114.2015,P000594,Yea
h102-114.2015,P000604,Not Voting
h102-114.2015,P000608,Nay
h102-114.2015,R000487,Yea
h102-114.2015,R000515,Nay
h102-114.2015,R000570,Yea
h102-114.2015,R000576,Nay
h102-114.2015,R000593,Yea
h102-114.2015,R000603,Yea
h102-114.2015,S000018,Yea
h102-114.2015,S000344,Nay
h102-114.2015,S001154,Yea
h102-114.2015,S001156,Nay
h102-114.2015,S001168,Nay
h102-114.2015,S001172,Yea
h102-114.2015,S001185,Nay
h102-114.2015,T000238,Yea
h102-114.2015,T000473,Nay
h102-114.2015,V000129,Yea
h102-114.2015,V000132,Nay
h102-114.2015,W000187,Nay
h102-114.2015,W000795,Yea
h102-114.2015,W000799,Nay
h102-114.2015,W000815,Yea
h102-114.2015,W000820,Yea
h102-114.2015,Z000018,Yea
h103-112.2011,A000022,No
h103-112.2011,A000361,No
h103-112.2011,A000362,No
h103-112.2011,B000013,Aye
h103-112.2011,B000410,No
h103-112.2011,B000755,Aye
h103-112.2011,B001248,Aye
h103-112.2011,B001250,Aye
h103-112.2011,B001256,Aye
h103-112.2011,B001259,No
h103-112.2011,B001269,No
h103-112.2011,B001275,Aye
h103-112.2011,C000537,No
h103-112.2011,C000794,No
h103-112.2011,C000984,No
h103-112.2011,C001080,No
h103-112.2011,D000096,No
h103-112.2011,D000492,No
h103-112.2011,D000603,Aye
h103-112.2011,E000215,No
h103-112.2011,E000288,No
h103-112.2011,E000290,No
h103-112.2011,F000030,No
h103-112.2011,F000461,Aye
h103-112.2011,G000021,Aye
h103-112.2011,G000549,Aye
h103-112.2011,G000550,No
h103-112.2011,G000551,No
h103-112.2011,G000559,No
h103-112.2011,G000560,Aye
h103-112.2011,H000528,Aye
h103-112.2011,H001032,No
h103-112.2011,H001036,Aye
h103-112.2011,H001041,Aye
h103-112.2011,H001048,Aye
h103-112.2011,H001050,No
h103-112.2011,H001057,Aye
h103-112.2011,H001058,Aye
h103-112.2011,I000056,No
h103-112.2011,K000210,No
h103-112.2011,K000336,No
h103-112.2011,K000363,No
h103-112.2011,L000263,No
h103-112.2011,L000274,No
h103-112.2011,L000517,No
h103-112.2011,L000551,No
h103-112.2011,L000559,No
h103-112.2011,L000560,No
h103-112.2011,L000567,No
h103-112.2011,L000570,No
h103-112.2011,L000576,Aye
h103-112.2011,M000689,Aye
h103-112.2011,M001143,Not Voting
h103-112.2011,M001147,Aye
h103-112.2011,M001150,No
h103-112.2011,M001157,Aye
h103-112.2011,M001169,No
h103-112.2011,M001177,Aye
h103-112.2011,N000015,No
h103-112.2011,N000186,No
h103-112.2011,P000197,No
h103-112.2011,P000258,No
h103-112.2011,P000373,Aye
h103-112.2011,P000523,No
h103-112.2011,P000592,Aye
h103-112.2011,P000594,No
h103-112.2011,R000487,Aye
h103-112.2011,R000515,No
h103-112.2011,R000570,Aye
h103-112.2011,R000576,No
h103-112.2011,R000593,Aye
h103-112.2011,S000344,No
h103-112.2011,S001154,No
h103-112.2011,S001156,No
h103-112.2011,S001164,Aye
h103-112.2011,S001168,No
h103-112.2011,S001172,Aye
h103-112.2011,S001184,Aye
h103-112.2011,S001185,No
h103-112.2011,T000238,Aye
h103-112.2011,T000266,No
h103-112.2011,W000187,No
h103-112.2011,W000207,No
h103-112.2011,W000795,Aye
h103-112.2011,W000799,No
h103-113.2013,A000361,Yea
h103-113.2013,B000013,Yea
h103-113.2013,B000755,Yea
h103-113.2013,B001248,Yea
h103-113.2013,B001250,Yea
h103-113.2013,B001256,Yea
h103-113.2013,B001259,Yea
h103-113.2013,B001269,Yea
h103-113.2013,B001275,Yea
h103-113.2013,B001278,Yea
h103-113.2013,B001283,Yea
h103-113.2013,C000537,Yea
h103-113.2013,C000984,Yea
h103-113.2013,C001080,Yea
h103-113.2013,C001094,Yea
h103-113.2013,D000096,Yea
h103-113.2013,D000621,Yea
h103-113.2013,E000215,Yea
h103-113.2013,E000288,Yea
h103-113.2013,E000290,Yea
h103-113.2013,F000030,Yea
h103-113.2013,F000454,Yea
h103-113.2013,F000461,Yea
h103-113.2013,F000462,Yea
h103-113.2013,G000549,Yea
h103-113.2013,G000550,Yea
h103-113.2013,G000551,Yea
h103-113.2013,G000559,Yea
h103-113.2013,G000560,Yea
h103-113.2013,G000573,Yea
h103-113.2013,H001032,Yea
h103-113.2013,H001036,Yea
h103-113.2013,H001048,Yea
h103-113.2013,H001050,Yea
h103-113.2013,H001057,Yea
h103-113.2013,H001058,Yea
h103-113.2013,H001064,Yea
h103-113.2013,H001067,Yea
h103-113.2013,I000056,Yea
h103-113.2013,K000210,Yea
h103-113.2013,K000363,Yea
h103-113.2013,K000385,Yea
h103-113.2013,L000263,Yea
h103-113.2013,L000551,Yea
h103-113.2013,L000559,Yea
h103-113.2013,L000560,Yea
h103-113.2013,L000567,Yea
h103-113.2013,L000570,Yea
h103-113.2013,L000576,Yea
h103-113.2013,L000578,Yea
h103-113.2013,M000689,Yea
h103-113.2013,M001143,Yea
h103-113.2013,M001150,Yea
h103-113.2013,M001157,Yea
h103-113.2013,M001177,Yea
h103-113.2013,M001184,Yea
h103-113.2013,M001189,Yea
h103-113.2013,M001191,Yea
h103-113.2013,N000015,Yea
h103-113.2013,N000186,Yea
h103-113.2013,P000197,Yea
h103-113.2013,P000258,Yea
h103-113.2013,P000373,Yea
h103-113.2013,P000523,Yea
h103-113.2013,P000592,Yea
h103-113.2013,P000594,Yea
h103-113.2013,P000604,Yea
h103-113.2013,P000608,Yea
h103-113.2013,R000487,Yea
h103-113.2013,R000515,Yea
h103-113.2013,R000570,Yea
h103-113.2013,R000576,Yea
h103-113.2013,R000593,Yea
h103-113.2013,S000018,Yea
h103-113.2013,S000344,Yea
h103-113.2013,S000937,Yea
h103-113.2013,S001154,Yea
h103-113.2013,S001156,Yea
h103-113.2013,S001168,Yea
h103-113.2013,S001172,Yea
h103-113.2013,S001185,Yea
h103-113.2013,S001190,Yea
h103-113.2013,T000238,Not Voting
h103-113.2013,T000266,Yea
h103-113.2013,V000129,Yea
h103-113.2013,V000132,Yea
h103-113.2013,W000187,Yea
h103-113.2013,W000207,Yea
h103-113.2013,W000795,Yea
h103-113.2013,W000799,Yea
h103-113.2013,W000815,Yea
h103-113.2014,B000013,No
h103-113.2014,B000755,No
h103-113.2014,B001248,No
h103-113.2014,B001250,No
h103-113.2014,B001256,No
h103-113.2014,B001259,Aye
h103-113.2014,B001269,No
h103-113.2014,B001275,No
h103-113.2014,B001278,Aye
h103-113.2014,B001283,No
h103-113.2014,B001289,No
h103-113.2014,C000537,Aye
h103-113.2014,C000984,Aye
h103-113.2014,C001080,Aye
h103-113.2014,C001094,No
h103-113.2014,D000096,Aye
h103-113.2014,D000621,No
h103-113.2014,E000215,Aye
h103-113.2014,E000288,Aye
h103-113.2014,E000290,Aye
h103-113.2014,F000030,Aye
h103-113.2014,F000454,Aye
h103-113.2014,F000461,No
h103-113.2014,F000462,Aye
h103-113.2014,G000549,No
h103-113.2014,G000550,No
h103-113.2014,G000551,Aye
h103-113.2014,G000559,Aye
h103-113.2014,G000560,No
h103-113.2014,G000573,Aye
h103-113.2014,H001032,Aye
h103-113.2014,H001036,No
h103-113.2014,H001048,No
h103-113.2014,H001050,Aye
h103-113.2014,H001057,No
h103-113.2014,H001058,No
h103-113.2014,H001064,Aye
h103-113.2014,H001067,No
h103-113.2014,I000056,No
h103-113.2014,K000210,No
h103-113.2014,K000363,No
h103-113.2014,K000385,Aye
h103-113.2014,L000263,Aye
h103-113.2014,L000551,Aye
h103-113.2014,L000559,Aye
h103-113.2014,L000560,Aye
h103-113.2014,L000567,No
h103-113.2014,L000570,Aye
h103-113.2014,L000576,No
h103-113.2014,L000578,No
h103-113.2014,M000689,No
h103-113.2014,M001143,Aye
h103-113.2014,M001150,No
h103-113.2014,M001157,No
h103-113.2014,M001177,No
h103-113.2014,M001184,No
h103-113.2014,M001189,No
h103-113.2014,M001191,Aye
h103-113.2014,N000015,Aye
h103-113.2014,N000186,No
h103-113.2014,P000197,Aye
h103-113.2014,P000258,No
h103-113.2014,P000373,No
h103-113.2014,P000523,Aye
h103-113.2014,P000592,Not Voting
h103-113.2014,P000594,No
h103-113.2014,P000604,Aye
h103-113.2014,P000608,Aye
h103-113.2014,R000487,No
h103-113.2014,R000515,Aye
h103-113.2014,R000570,No
h103-113.2014,R000576,Aye
h103-113.2014,R000593,No
h103-113.2014,S000018,No
h103-113.2014,S000344,Aye
h103-113.2014,S000937,No
h103-113.2014,S001154,No
h103-113.2014,S001156,Aye
h103-113.2014,S001168,Aye
h103-113.2014,S001172,No
h103-113.2014,S001185,Aye
h103-113.2014,S001190,Not Voting
h103-113.2014,T000238,No
h103-113.2014,T000266,Aye
h103-113.2014,V000129,No
h103-113.2014,V000132,Aye
h103-113.2014,W000187,Aye
h103-113.2014,W000795,No
h103-113.2014,W000799,Aye
h103-113.2014,W000815,No
h104-111.2010,A000022,Aye
h104-111.2010,A000361,Aye
h104-111.2010,A000362,Aye
h104-111.2010,B000013,Aye
h104-111.2010,B000410,Aye
h104-111.2010,B000755,Aye
h104-111.2010,B001247,Aye
h104-111.2010,B001248,Aye
h104-111.2010,B001250,Not Voting
h104-111.2010,B001256,Aye
h104-111.2010,B001259,Aye
h104-111.2010,B001263,Aye
h104-111.2010,C000537,Aye
h104-111.2010,C000794,Aye
h104-111.2010,C000984,Aye
h104-111.2010,C001080,Aye
h104-111.2010,D000096,Aye
h104-111.2010,D000492,Aye
h104-111.2010,D000602,Not Voting
h104-111.2010,D000603,Aye
h104-111.2010,D000609,Aye
h104-111.2010,E000215,Aye
h104-111.2010,E000288,Aye
h104-111.2010,E000289,Aye
h104-111.2010,E000290,Aye
h104-111.2010,F000030,Aye
h104-111.2010,F000454,Aye
h104-111.2010,G000021,Aye
h104-111.2010,G000549,Aye
h104-111.2010,G000550,Aye
h104-111.2010,G000551,Aye
h104-111.2010,G000559,Aye
h104-111.2010,H000528,Aye
h104-111.2010,H001030,Aye
h104-111.2010,H001032,Aye
h104-111.2010,H001036,Aye
h104-111.2010,H001039,Aye
h104-111.2010,H001041,Aye
h104-111.2010,H001048,Aye
h104-111.2010,I000056,Aye
h104-111.2010,K000210,Aye
h104-111.2010,K000336,Aye
h104-111.2010,K000363,Aye
h104-111.2010,K000370,Aye
h104-111.2010,L000263,Aye
h104-111.2010,L000274,Aye
h104-111.2010,L000517,Aye
h104-111.2010,L000551,Aye
h104-111.2010,L000559,Aye
h104-111.2010,L000560,Aye
h104-111.2010,L000567,Aye
h104-111.2010,L000568,Aye
h104-111.2010,L000570,Aye
h104-111.2010,M000689,Aye
h104-111.2010,M001143,Aye
h104-111.2010,M001146,Aye
h104-111.2010,M001147,Aye
h104-111.2010,M001150,Aye
h104-111.2010,M001157,Aye
h104-111.2010,M001168,Aye
h104-111.2010,M001169,Aye
h104-111.2010,M001172,Aye
h104-111.2010,M001175,Aye
h104-111.2010,M001177,Aye
h104-111.2010,N000015,Aye
h104-111.2010,N000183,Aye
h104-111.2010,O000006,Aye
h104-111.2010,O000007,Aye
h104-111.2010,P000258,Aye
h104-111.2010,P000373,Aye
h104-111.2010,P000523,Aye
h104-111.2010,P000592,Aye
h104-111.2010,P000594,Aye
h104-111.2010,R000487,Aye
h104-111.2010,R000515,Aye
h104-111.2010,R000570,Aye
h104-111.2010,R000576,Aye
h104-111.2010,S000344,Aye
h104-111.2010,S000465,Aye
h104-111.2010,S000672,Aye
h104-111.2010,S000749,Aye
h104-111.2010,S001045,Aye
h104-111.2010,S001154,Aye
h104-111.2010,S001156,Aye
h104-111.2010,S001164,Aye
h104-111.2010,S001168,Aye
h104-111.2010,S001172,Aye
h104-111.2010,T000238,Aye
h104-111.2010,T000266,Aye
h104-111.2010,W000187,Aye
h104-111.2010,W000207,Aye
h104-111.2010,W000795,Aye
h104-111.2010,W000799,Aye
h104-112.2012,A000022,Aye
h104-112.2012,A000361,No
h104-112.2012,A000362,Aye
h104-112.2012,B000013,No
h104-112.2012,B000410,Aye
h104-112.2012,B000755,No
h104-112.2012,B001248,No
h104-112.2012,B001250,No
h104-112.2012,B001256,No
h104-112.2012,B001259,Aye
h104-112.2012,B001269,No
h104-112.2012,B001275,No
h104-112.2012,B001278,Aye
h104-112.2012,C000537,Aye
h104-112.2012,C000794,Aye
h104-112.2012,C000984,Aye
h104-112.2012,C001080,Aye
h104-112.2012,D000096,Not Voting
h104-112.2012,D000492,No
h104-112.2012,D000603,No
h104-112.2012,E000215,Aye
h104-112.2012,E000288,Aye
h104-112.2012,E000290,Aye
h104-112.2012,F000030,Aye
h104-112.2012,F000461,No
h104-112.2012,G000021,No
h104-112.2012,G000549,No
h104-112.2012,G000550,No
h104-112.2012,G000551,Aye
h104-112.2012,G000559,Aye
h104-112.2012,G000560,No
h104-112.2012,H000528,No
h104-112.2012,H001032,Aye
h104-112.2012,H001036,No
h104-112.2012,H001048,No
h104-112.2012,H001050,Aye
h104-112.2012,H001057,No
h104-112.2012,H001058,No
h104-112.2012,I000056,No
h104-112.2012,K000210,No
h104-112.2012,K000336,Aye
h104-112.2012,K000363,No
h104-112.2012,L000263,Aye
h104-112.2012,L000274,No
h104-112.2012,L000517,No
h104-112.2012,L000551,Aye
h104-112.2012,L000559,Aye
h104-112.2012,L000560,Aye
h104-112.2012,L000567,No
h104-112.2012,L000570,Aye
h104-112.2012,L000576,No
h104-112.2012,M000689,No
h104-112.2012,M001143,Aye
h104-112.2012,M001147,No
h104-112.2012,M001150,No
h104-112.2012,M001157,No
h104-112.2012,M001169,Aye
h104-112.2012,M001177,No
h104-112.2012,N000015,Aye
h104-112.2012,N000186,No
h104-112.2012,P000197,Not Voting
h104-112.2012,P000258,Aye
h104-112.2012,P000373,No
h104-112.2012,P000523,Aye
h104-112.2012,P000592,No
h104-112.2012,P000594,No
h104-112.2012,R000487,No
h104-112.2012,R000515,Not Voting
h104-112.2012,R000570,No
h104-112.2012,R000576,Aye
h104-112.2012,R000593,No
h104-112.2012,S000344,Aye
h104-112.2012,S001154,Not Voting
h104-112.2012,S001156,Aye
h104-112.2012,S001164,Not Voting
h104-112.2012,S001168,Aye
h104-112.2012,S001172,No
h104-112.2012,S001184,No
h104-112.2012,S001185,Aye
h104-112.2012,T000238,No
h104-112.2012,T000266,Aye
h104-112.2012,W000187,Aye
h104-112.2012,W000207,Aye
h104-112.2012,W000795,No
h104-112.2012,W000799,Aye
h104-114.2015,A000371,Nay
h104-114.2015,A000372,Yea
h104-114.2015,B000755,Yea
h104-114.2015,B001248,Yea
h104-114.2015,B001250,Yea
h104-114.2015,B001269,Nay
h104-114.2015,B001275,Yea
h104-114.2015,B001278,Nay
h104-114.2015,B001283,Nay
h104-114.2015,B001289,Yea
h104-114.2015,B001291,Nay
h104-114.2015,B001293,Yea
h104-114.2015,B001294,Yea
h104-114.2015,B001295,Yea
h104-114.2015,B001296,Nay
h104-114.2015,C000537,Nay
h104-114.2015,C000984,Nay
h104-114.2015,C001080,Nay
h104-114.2015,C001094,Yea
h104-114.2015,C001103,Yea
h104-114.2015,C001106,Yea
h104-114.2015,D000096,Nay
h104-114.2015,D000621,Nay
h104-114.2015,D000623,Nay
h104-114.2015,E000215,Nay
h104-114.2015,E000288,Nay
h104-114.2015,E000290,Nay
h104-114.2015,F000030,Nay
h104-114.2015,F000454,Nay
h104-114.2015,F000461,Yea
h104-114.2015,F000462,Nay
h104-114.2015,G000551,Nay
h104-114.2015,G000559,Nay
h104-114.2015,G000560,Yea
h104-114.2015,G000574,Nay
h104-114.2015,H001036,Yea
h104-114.2015,H001048,Nay
h104-114.2015,H001057,Nay
h104-114.2015,H001058,Yea
h104-114.2015,H001064,Nay
h104-114.2015,H001067,Nay
h104-114.2015,H001070,Yea
h104-114.2015,H001071,Nay
h104-114.2015,I000056,Yea
h104-114.2015,K000210,Yea
h104-114.2015,K000363,Yea
h104-114.2015,K000385,Nay
h104-114.2015,L000263,Nay
h104-114.2015,L000551,Not Voting
h104-114.2015,L000559,Nay
h104-114.2015,L000560,Nay
h104-114.2015,L000567,Yea
h104-114.2015,L000570,Nay
h104-114.2015,L000576,Not Voting
h104-114.2015,L000578,Yea
h104-114.2015,L000583,Nay
h104-114.2015,M000689,Yea
h104-114.2015,M001143,Nay
h104-114.2015,M001150,Yea
h104-114.2015,M001157,Yea
h104-114.2015,M001177,Yea
h104-114.2015,M001184,Nay
h104-114.2015,M001189,Yea
h104-114.2015,M001191,Yea
h104-114.2015,N000015,Nay
h104-114.2015,P000197,Nay
h104-114.2015,P000258,Nay
h104-114.2015,P000373,Yea
h104-114.2015,P000523,Nay
h104-114.2015,P000592,Nay
h104-114.2015,P000594,Yea
h104-114.2015,P000604,Nay
h104-114.2015,P000608,Yea
h104-114.2015,R000487,Yea
h104-114.2015,R000515,Nay
h104-114.2015,R000570,Yea
h104-114.2015,R000576,Nay
h104-114.2015,R000593,Yea
h104-114.2015,R000603,Yea
h104-114.2015,S000018,Nay
h104-114.2015,S000344,Nay
h104-114.2015,S001154,Yea
h104-114.2015,S001156,Nay
h104-114.2015,S001168,Nay
h104-114.2015,S001172,Yea
h104-114.2015,S001185,Nay
h104-114.2015,T000238,Yea
h104-114.2015,T000473,Nay
h104-114.2015,V000129,Yea
h104-114.2015,V000132,Nay
h104-114.2015,W000187,Nay
h104-114.2015,W000795,Yea
h104-114.2015,W000799,Nay
h104-114.2015,W000815,Nay
h104-114.2015,W000820,Yea
h104-114.2015,Z000018,Yea
h104-114.2016,A000371,Yea
h104-114.2016,A000372,Yea
h104-114.2016,B000755,Not Voting
h104-114.2016,B001248,Nay
h104-114.2016,B001250,Yea
h104-114.2016,B001269,Yea
h104-114.2016,B001275,Yea
h104-114.2016,B001278,Yea
h104-114.2016,B001283,Yea
h104-114.2016,B001289,Not Voting
h104-114.2016,B001291,Not Voting
h104-114.2016,B001293,Yea
h104-114.2016,B001294,Yea
h104-114.2016,B001295,Yea
h104-114.2016,B001296,Yea
h104-114.2016,C000537,Yea
h104-114.2016,C000984,Yea
h104-114.2016,C001080,Yea
h104-114.2016,C001094,Yea
h104-114.2016,C001103,Yea
h104-114.2016,C001106,Yea
h104-114.2016,D000096,Yea
h104-114.2016,D000621,Yea
h104-114.2016,D000623,Yea
h104-114.2016,E000215,Yea
h104-114.2016,E000288,Yea
h104-114.2016,E000290,Yea
h104-114.2016,F000030,Yea
h104-114.2016,F000454,Yea
h104-114.2016,F000461,Not Voting
h104-114.2016,F000462,Yea
h104-114.2016,G000551,Not Voting
h104-114.2016,G000559,Yea
h104-114.2016,G000560,Yea
h104-114.2016,G000574,Yea
h104-114.2016,H001036,Not Voting
h104-114.2016,H001048,Yea
h104-114.2016,H001057,Yea
h104-114.2016,H001058,Yea
h104-114.2016,H001064,Yea
h104-114.2016,H001067,Yea
h104-114.2016,H001070,Yea
h104-114.2016,H001071,Yea
h104-114.2016,I000056,Yea
h104-114.2016,K000210,Yea
h104-114.2016,K000363,Not Voting
h104-114.2016,K000385,Yea
h104-114.2016,K000388,Yea
h104-114.2016,L000263,Yea
h104-114.2016,L000551,Yea
h104-114.2016,L000559,Yea
h104-114.2016,L000560,Yea
h104-114.2016,L000567,Yea
h104-114.2016,L000570,Yea
h104-114.2016,L000576,Yea
h104-114.2016,L000578,Yea
h104-114.2016,L000583,Yea
h104-114.2016,M000689,Yea
h104-114.2016,M001143,Yea
h104-114.2016,M001150,Yea
h104-114.2016,M001157,Yea
h104-114.2016,M001177,Yea
h104-114.2016,M001184,Nay
h104-114.2016,M001189,Yea
h104-114.2016,M001191,Yea
h104-114.2016,N000015,Yea
h104-114.2016,P000197,Yea
h104-114.2016,P000258,Yea
h104-114.2016,P000373,Yea
h104-114.2016,P000523,Yea
h104-114.2016,P000592,Yea
h104-114.2016,P000594,Yea
h104-114.2016,P000604,Yea
h104-114.2016,P000608,Yea
h104-114.2016,R000487,Yea
h104-114.2016,R000515,Yea
h104-114.2016,R000576,Yea
h104-114.2016,R000593,Yea
h104-114.2016,R000603,Yea
h104-114.2016,S000018,Yea
h104-114.2016,S000344,Yea
h104-114.2016,S001154,Yea
h104-114.2016,S001156,Yea
h104-114.2016,S001168,Yea
h104-114.2016,S001172,Yea
h104-114.2016,S001185,Not Voting
h104-114.2016,T000238,Yea
h104-114.2016,T000473,Yea
h104-114.2016,V000129,Yea
h104-114.2016,V000132,Not Voting
h104-114.2016,W000187,Yea
h104-114.2016,W000795,Yea
h104-114.2016,W000799,Yea
h104-114.2016,W000815,Yea
h104-114.2016,W000820,Yea
h104-114.2016,Z000018,Yea
h105-111.2010,A000022,Aye
h105-111.2010,A000361,Aye
h105-111.2010,A000362,Aye
h105-111.2010,B000013,Aye
h105-111.2010,B000410,Aye
h105-111.2010,B000755,Aye
h105-111.2010,B001247,Aye
h105-111.2010,B001248,Aye
h105-111.2010,B001250,Aye
h105-111.2010,B001256,Aye
h105-111.2010,B001259,Aye
h105-111.2010,B001263,Aye
h105-111.2010,C000537,Aye
h105-111.2010,C000794,Aye
h105-111.2010,C000984,Aye
h105-111.2010,C001080,Aye
h105-111.2010,D000096,Aye
h105-111.2010,D000492,Aye
h105-111.2010,D000602,Not Voting
h105-111.2010,D000603,Aye
h105-111.2010,D000609,Aye
h105-111.2010,E000215,Aye
h105-111.2010,E000288,Aye
h105-111.2010,E000289,Aye
h105-111.2010,E000290,Aye
h105-111.2010,F000030,Aye
h105-111.2010,F000454,Aye
h105-111.2010,G000021,Aye
h105-111.2010,G000549,Aye
h105-111.2010,G000550,Aye
h105-111.2010,G000551,Aye
h105-111.2010,G000559,Aye
h105-111.2010,H000528,Aye
h105-111.2010,H001030,Aye
h105-111.2010,H001032,Aye
h105-111.2010,H001036,Aye
h105-111.2010,H001039,Aye
h105-111.2010,H001041,Aye
h105-111.2010,H001048,Aye
h105-111.2010,I000056,Aye
h105-111.2010,K000210,Aye
h105-111.2010,K000336,Aye
h105-111.2010,K000363,Aye
h105-111.2010,K000370,Aye
h105-111.2010,L000263,Aye
h105-111.2010,L000274,Aye
h105-111.2010,L000517,Aye
h105-111.2010,L000551,Aye
h105-111.2010,L000559,Aye
h105-111.2010,L000560,Aye
h105-111.2010,L000567,Aye
h105-111.2010,L000568,Aye
h105-111.2010,L000570,Aye
h105-111.2010,M000689,Aye
h105-111.2010,M001143,Aye
h105-111.2010,M001146,Aye
h105-111.2010,M001147,Aye
h105-111.2010,M001150,Aye
h105-111.2010,M001157,Aye
h105-111.2010,M001168,Aye
h105-111.2010,M001169,Aye
h105-111.2010,M001172,Aye
h105-111.2010,M001175,Aye
h105-111.2010,M001177,Aye
h105-111.2010,N000015,Aye
h105-111.2010,N000183,Aye
h105-111.2010,O000006,Aye
h105-111.2010,O000007,Aye
h105-111.2010,P000258,Aye
h105-111.2010,P000373,Aye
h105-111.2010,P000523,Aye
h105-111.2010,P000592,Aye
h105-111.2010,P000594,Aye
h105-111.2010,R000487,Aye
